Clinic Name,Exact Item Name (Inventory),Fuzzy Item Name (Clinic-Requested),SKU ID,Season (Needed By),Frequency,Volume
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,22
Clinic 5,,field bandage bundle,,Summer–Fall,Ongoing,48
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbru sh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,68
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,38
Clinic 5,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety needle 25g 5/8in fliplock,HS-SND486,Summer–Fall,Ongoing,21
Clinic 5,,urgent wound kit,,Summer–Fall,Ongoing,30
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,12
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,19
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,13
Clinic 5,PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930400,Summer–Fall,Ongoing,29
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,32
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,tothpast - individually oxed,DK-RTP27B,Summer–Fall,Ongoing,91
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Summer–Fall,Ongoing,86
Clinic 5,PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930400,Summer–Fall,Ongoing,37
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,47
Clinic 5,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety needle 25g 5/8in fliplock,HS-SND486,Summer–Fall,Ongoing,44
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  appicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Summer–Fall,Ongoing,46
Clinic 5,,field bandage bundle,,Summer–Fall,Ongoing,40
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,37
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,10
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,78
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,49
Clinic 5,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep  solution  chloraprep™  scrub  teal™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol,BD-930725,Summer–Fall,Ongoing,41
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,56
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha  open  season  tootbrsh  2022,OS-11870-TBS22,Summer–Fall,Ongoing,49
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbru sh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,80
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,Ongoing,53
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Summer–Fall,Ongoing,90
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight  fabric  face  cover  not  a  medical  masc  sngle  use,BC-ST323,Summer–Fall,As Needed,104
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,12
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,48
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweigt  fabric  face  cover  not  a  medical  masc  single  use,BC-ST323,Summer–Fall,Ongoing,65
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,Ongoing,37
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,tootpast - ndividually boxed,DK-RTP27B,Summer–Fall,Ongoing,38
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-hi-lite-orange™-10.5-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-strile,BD-930715,Summer–Fall,As Needed,45
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,41
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitami e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,92
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,41
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Summer–Fall,As Needed,30
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,Ongoing,45
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,38
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,13
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha-open-season-tothbrsh-2022,OS-11870-TBS22,Summer–Fall,As Needed,36
Clinic 5,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol,BD-930725,Summer–Fall,Ongoing,25
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,Ongoing,61
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,40
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Summer–Fall,Ongoing,13
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,Ongoing,52
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,10
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,115
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,39
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,34
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,42
Clinic 5,"SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE","syringe  10ml ll sterile bd luer-lok tip syringe, disposable, precisionglide needle",BD-309642-20,Summer–Fall,Ongoing,16
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,Ongoing,46
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,toothpaste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,112
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,toothpste - individually boxed,DK-RTP27B,Summer–Fall,As Needed,83
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,69
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,106
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,33
Clinic 5,,field bandage bundle,,Summer–Fall,Ongoing,42
Clinic 5,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nirile gloves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,25
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha oen season tootbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,85
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,29
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,16
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,Ongoing,42
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,32
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,89
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,41
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrsh 2022,OS-11870-TBS22,Summer–Fall,As Needed,36
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,48
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,10
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,32
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,34
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,14
Clinic 5,PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-clear-10.5-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930700,Summer–Fall,Ongoing,15
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,111
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,21
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alchol sterile,BD-930715,Summer–Fall,As Needed,16
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,84
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,29
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lighweight fabric face cover not a medical mask single use,BC-ST323,Summer–Fall,As Needed,99
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,11
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,Ongoing,107
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,42
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,18
Clinic 5,,field bandage bundle,,Summer–Fall,Ongoing,23
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,23
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcoho sterile,BD-930715,Summer–Fall,Ongoing,30
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,75
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,Ongoing,54
Clinic 5,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol,BD-930725,Summer–Fall,Ongoing,11
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,47
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight-fabric-face-over-not-a-medical-maks-single-use,BC-ST323,Summer–Fall,Ongoing,33
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha oen season toothbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,38
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,31
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,37
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,33
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Summer–Fall,Ongoing,40
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,11
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,31
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,15
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbru sh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,44
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe  and  viamin  e  cornstarch  powder  22oz,KEN-381371178650,Summer–Fall,Ongoing,45
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chlraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Summer–Fall,Ongoing,17
Clinic 5,,first-aid refill,,Summer–Fall,As Needed,16
Clinic 5,,urgent wound kit,,Summer–Fall,Ongoing,45
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  choraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Summer–Fall,Ongoing,18
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,tootpast - individually boxed,DK-RTP27B,Summer–Fall,As Needed,37
Clinic 5,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isoprpyl alcohol,BD-930725,Summer–Fall,As Needed,31
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,Ongoing,19
Clinic 5,"SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE","syringe  10ml ll sterile bd luer-lok tip syringe, disposable, precisionglide needle",BD-309642-20,Summer–Fall,Ongoing,46
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarchpowder 22oz,KEN-381371178650,Summer–Fall,Ongoing,118
Clinic 5,,first-aid refill,,Summer–Fall,Ongoing,42
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,43
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe  nd  vitamin  e  cornstarch  powder  22oz,KEN-381371178650,Summer–Fall,Ongoing,38
Clinic 5,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile gloves, powder free, non sterile size large ambidextrous asstcolors",GEN-EG-NITRILE-LG,Summer–Fall,As Needed,48
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,16
Clinic 5,,field bandage bundle,,Summer–Fall,As Needed,48
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,102
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,35
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-hi-lite-orange™-10.5-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930715,Summer–Fall,Ongoing,25
Clinic 5,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Summer–Fall,As Needed,103
Clinic 5,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,ale and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,102
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,12
Clinic 5,,urgent wound kit,,Summer–Fall,As Needed,36
Clinic 5,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste---individually-boxed,DK-RTP27B,Summer–Fall,Ongoing,92
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,38
Clinic 5,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution choraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,As Needed,32
Clinic 5,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile gloves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,27
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,gehaopen season tothbrsh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,55
Clinic 5,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrsh 2022,OS-11870-TBS22,Summer–Fall,As Needed,81
Clinic 5,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety needle 25g 5/8in fliplock,HS-SND486,Summer–Fall,Ongoing,40
Clinic 5,,field bandage bundle,,Summer–Fall,Ongoing,12
Clinic 7,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,100
Clinic 7,,protective gear set,,Summer–Fall,As Needed,27
Clinic 7,PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-clear-10.5-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930700,Summer–Fall,As Needed,44
Clinic 7,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile gloves, powder free, non sterile size large ambidextrous asst clors",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,44
Clinic 7,,clinic ppe bundle,,Summer–Fall,Ongoing,66
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe  and  vitamin  e  cornstarch  powder  22oz,KEN-381371178650,Summer–Fall,Ongoing,56
Clinic 7,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrsh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,100
Clinic 7,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight-fabric-face-cover-not-a-medical-masc-single-use,BC-ST323,Summer–Fall,Ongoing,48
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,69
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,52
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,19
Clinic 7,TOOTHPASTE - INDIVIDUALLY BOXED,oothpast - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,49
Clinic 7,TOOTHPASTE - INDIVIDUALLY BOXED,tootpast  -  individually  boxed,DK-RTP27B,Summer–Fall,As Needed,59
Clinic 7,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety needle 25g 5/8in fliplock,HS-SND486,Summer–Fall,Ongoing,44
Clinic 7,PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930400,Summer–Fall,As Needed,31
Clinic 7,,mask + gloves kit,,Summer–Fall,As Needed,53
Clinic 7,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60ml ll latex free configure,BD-309653,Summer–Fall,As Needed,25
Clinic 7,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile golves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,23
Clinic 7,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medicalmask single use,BC-ST323,Summer–Fall,Ongoing,42
