DONOR PARTNER,INBOUND DATE,ITEMIZED LIST,UNITS RECEIVED,UNIT OF MEASURE,DATE REDISTRIBUTED,OUTBOUND RECIPIENT,ITEMIZED LIST.1,UNITS DISTRIBUTED,COMMENT,DONOR
,"June 12, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"August 6, 2023",Clinic 8,,32,,General Hospital A
,"February 27, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"March 11, 2024",Clinic 8,,24,,Regional Health Org
,"February 20, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"March 27, 2024",Clinic 8,,27,,City Medical Center
,"April 24, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"June 2, 2024",Clinic 8,,19,,Regional Health Org
,"February 10, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"March 24, 2025",Clinic 8,,49,,General Hospital A
,"March 16, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"April 28, 2025",Clinic 8,,48,,Regional Health Org
,"April 4, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"May 20, 2025",Clinic 8,,47,,General Hospital A
,"May 2, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"June 30, 2025",Clinic 8,,31,,General Hospital A
,"January 1, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,BOX,"January 12, 2023",Clinic 8,,10,,General Hospital A
,"January 26, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,EA.,"February 2, 2023",Clinic 8,,30,,General Hospital A
,"January 7, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,BOX,"February 24, 2023",Clinic 8,,28,,City Medical Center
,"February 9, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PAIR,"March 15, 2023",Clinic 8,,19,,City Medical Center
,"March 24, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"May 3, 2023",Clinic 8,,49,,City Medical Center
,"July 21, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,EA.,"August 28, 2023",Clinic 8,,12,,General Hospital A
,"October 2, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PACK,"October 11, 2023",Clinic 8,,39,,Regional Health Org
,"September 12, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"October 24, 2023",Clinic 8,,35,,General Hospital A
,"September 21, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,RL.,"November 10, 2023",Clinic 8,,49,,General Hospital A
,"November 28, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,RL.,"January 6, 2024",Clinic 8,,17,,General Hospital A
,"November 21, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,BOX,"January 16, 2024",Clinic 8,,35,,General Hospital A
,"January 8, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"February 20, 2024",Clinic 8,,13,,General Hospital A
,"January 15, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PACK,"March 10, 2024",Clinic 8,,15,,Regional Health Org
,"March 11, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,BOX,"April 17, 2024",Clinic 8,,28,,Regional Health Org
,"March 9, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"May 2, 2024",Clinic 8,,38,,Regional Health Org
,"May 1, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"May 26, 2024",Clinic 8,,29,,Regional Health Org
,"June 21, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,RL.,"July 24, 2024",Clinic 8,,26,,General Hospital A
,"August 1, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,RL.,"August 19, 2024",Clinic 8,,22,,City Medical Center
,"September 18, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"September 28, 2024",Clinic 8,,20,,Regional Health Org
,"October 15, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PACK,"October 25, 2024",Clinic 8,,39,,Regional Health Org
,"November 10, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"January 4, 2025",Clinic 8,,13,,Regional Health Org
,"January 18, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PAIR,"March 13, 2025",Clinic 8,,49,,Regional Health Org
,"March 7, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"March 25, 2025",Clinic 8,,34,,Regional Health Org
,"February 6, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,BOX,"April 5, 2025",Clinic 8,,25,,City Medical Center
,"March 24, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PACK,"April 19, 2025",Clinic 8,,17,,General Hospital A
,"April 25, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PAIR,"May 18, 2025",Clinic 8,,28,,Regional Health Org
,"April 8, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PAIR,"May 27, 2025",Clinic 8,,6,,General Hospital A
,"September 2, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PACK,"September 11, 2025",Clinic 8,,8,,Regional Health Org
,"September 3, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,RL.,"September 22, 2025",Clinic 8,,29,,General Hospital A
,"February 26, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"April 7, 2023",Clinic 8,,5,,General Hospital A
,"April 16, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,EA.,"April 26, 2023",Clinic 8,,26,,General Hospital A
,"April 15, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"May 8, 2023",Clinic 8,,24,,City Medical Center
,"June 10, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"July 23, 2023",Clinic 8,,40,,City Medical Center
,"August 9, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"September 27, 2023",Clinic 8,,11,,General Hospital A
,"September 5, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,EA.,"October 29, 2023",Clinic 8,,10,,Regional Health Org
,"October 13, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"December 8, 2023",Clinic 8,,34,,General Hospital A
,"December 20, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"January 3, 2024",Clinic 8,,23,,Regional Health Org
,"November 23, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,CS.,"January 18, 2024",Clinic 8,,35,,City Medical Center
,"December 28, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"February 24, 2024",Clinic 8,,11,,City Medical Center
,"February 11, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,CS.,"March 25, 2024",Clinic 8,,47,,Regional Health Org
,"March 4, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,EA.,"April 14, 2024",Clinic 8,,7,,General Hospital A
,"April 5, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"May 11, 2024",Clinic 8,,44,,City Medical Center
,"April 27, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"June 6, 2024",Clinic 8,,38,,Regional Health Org
,"June 5, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"July 27, 2024",Clinic 8,,22,,General Hospital A
,"August 8, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"August 18, 2024",Clinic 8,,32,,General Hospital A
,"December 8, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"February 4, 2025",Clinic 8,,40,,Regional Health Org
,"March 4, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,CS.,"March 23, 2025",Clinic 8,,31,,General Hospital A
,"March 4, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"April 3, 2025",Clinic 8,,40,,Regional Health Org
,"March 17, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,EA.,"May 12, 2025",Clinic 8,,31,,City Medical Center
,"May 19, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"May 27, 2025",Clinic 8,,49,,City Medical Center
,"May 26, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"June 16, 2025",Clinic 8,,42,,Regional Health Org
,"May 9, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"June 23, 2025",Clinic 8,,27,,Regional Health Org
,"June 21, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,CS.,"August 7, 2025",Clinic 8,,8,,City Medical Center
,"January 1, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PACK,"January 5, 2023",Clinic 10,,67,,City Medical Center
,"January 1, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,EA.,"January 24, 2023",Clinic 10,,101,,City Medical Center
,"January 25, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"February 3, 2023",Clinic 10,,34,,Regional Health Org
,"February 6, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"March 2, 2023",Clinic 10,,41,,General Hospital A
,"February 25, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,EA.,"March 20, 2023",Clinic 10,,104,,General Hospital A
,"April 26, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"May 14, 2023",Clinic 10,,24,,City Medical Center
,"May 6, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"June 6, 2023",Clinic 10,,99,,Regional Health Org
,"July 1, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"August 11, 2023",Clinic 10,,59,,Regional Health Org
,"August 9, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"August 23, 2023",Clinic 10,,32,,General Hospital A
,"October 13, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"November 13, 2023",Clinic 10,,26,,General Hospital A
,"November 27, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"January 3, 2024",Clinic 10,,45,,Regional Health Org
,"January 11, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"January 26, 2024",Clinic 10,,40,,City Medical Center
,"January 21, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"March 4, 2024",Clinic 10,,82,,General Hospital A
,"March 11, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"April 10, 2024",Clinic 10,,87,,City Medical Center
,"April 18, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"April 25, 2024",Clinic 10,,64,,City Medical Center
,"June 14, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"July 19, 2024",Clinic 10,,90,,General Hospital A
,"August 28, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,EA.,"September 7, 2024",Clinic 10,,82,,General Hospital A
,"September 4, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"October 10, 2024",Clinic 10,,103,,Regional Health Org
,"October 27, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"December 1, 2024",Clinic 10,,111,,General Hospital A
,"January 11, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"January 25, 2025",Clinic 10,,102,,Regional Health Org
,"January 10, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"February 22, 2025",Clinic 10,,91,,City Medical Center
,"April 11, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"June 4, 2025",Clinic 10,,36,,General Hospital A
,"June 19, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"July 17, 2025",Clinic 10,,115,,Regional Health Org
,"June 18, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"August 11, 2025",Clinic 10,,26,,General Hospital A
,"August 27, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PACK,"September 19, 2025",Clinic 10,,31,,City Medical Center
,"August 26, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"October 23, 2025",Clinic 10,,42,,City Medical Center
,"March 22, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,EA.,"May 7, 2023",Clinic 10,,73,,General Hospital A
,"April 29, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"June 2, 2023",Clinic 10,,75,,Regional Health Org
,"July 22, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,PACK,"September 6, 2023",Clinic 10,,98,,Regional Health Org
,"September 3, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,PACK,"September 19, 2023",Clinic 10,,102,,General Hospital A
,"October 17, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,EA.,"December 14, 2023",Clinic 10,,90,,General Hospital A
,"December 1, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,PACK,"December 26, 2023",Clinic 10,,106,,Regional Health Org
,"January 14, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"February 15, 2024",Clinic 10,,100,,City Medical Center
,"January 31, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"February 21, 2024",Clinic 10,,41,,General Hospital A
,"February 27, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,RL.,"March 8, 2024",Clinic 10,,60,,City Medical Center
,"April 13, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"May 22, 2024",Clinic 10,,105,,Regional Health Org
,"April 19, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,EA.,"June 7, 2024",Clinic 10,,61,,General Hospital A
,"June 10, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,EA.,"June 17, 2024",Clinic 10,,109,,Regional Health Org
,"July 8, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,RL.,"August 4, 2024",Clinic 10,,92,,City Medical Center
,"August 17, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"August 26, 2024",Clinic 10,,88,,City Medical Center
,"July 31, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"September 17, 2024",Clinic 10,,87,,Regional Health Org
,"August 10, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,RL.,"October 6, 2024",Clinic 10,,86,,General Hospital A
,"September 1, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"October 20, 2024",Clinic 10,,107,,Regional Health Org
,"September 9, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"November 3, 2024",Clinic 10,,62,,General Hospital A
,"December 3, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"January 20, 2025",Clinic 10,,116,,Regional Health Org
,"January 8, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,PACK,"February 8, 2025",Clinic 10,,82,,Regional Health Org
,"December 22, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"February 17, 2025",Clinic 10,,104,,General Hospital A
,"March 7, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"March 31, 2025",Clinic 10,,68,,General Hospital A
,"April 26, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"May 8, 2025",Clinic 10,,72,,General Hospital A
,"April 28, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"June 5, 2025",Clinic 10,,83,,General Hospital A
,"January 2, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,CS.,"January 30, 2023",Clinic 10,,105,,Regional Health Org
,"March 7, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,CS.,"April 10, 2023",Clinic 10,,71,,Regional Health Org
,"April 15, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"May 14, 2023",Clinic 10,,88,,City Medical Center
,"June 20, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,PACK,"July 18, 2023",Clinic 10,,33,,Regional Health Org
,"August 31, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"October 10, 2023",Clinic 10,,108,,City Medical Center
,"October 28, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"November 22, 2023",Clinic 10,,48,,General Hospital A
,"December 21, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"February 7, 2024",Clinic 10,,57,,City Medical Center
,"April 11, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"April 19, 2024",Clinic 10,,103,,General Hospital A
,"March 12, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"May 7, 2024",Clinic 10,,102,,Regional Health Org
,"April 16, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"May 20, 2024",Clinic 10,,47,,City Medical Center
,"June 28, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,EA.,"July 10, 2024",Clinic 10,,106,,City Medical Center
,"October 7, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,EA.,"November 9, 2024",Clinic 10,,23,,General Hospital A
,"October 19, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,EA.,"December 13, 2024",Clinic 10,,96,,City Medical Center
,"December 12, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"January 30, 2025",Clinic 10,,52,,General Hospital A
,"March 26, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"April 15, 2025",Clinic 10,,50,,City Medical Center
,"April 18, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"April 29, 2025",Clinic 10,,101,,City Medical Center
,"March 31, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"May 29, 2025",Clinic 10,,77,,General Hospital A
,"June 19, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"July 9, 2025",Clinic 10,,96,,General Hospital A
,"September 6, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"September 13, 2025",Clinic 10,,74,,Regional Health Org
,"January 1, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"January 5, 2023",Clinic 10,,85,,Regional Health Org
,"January 5, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PACK,"February 8, 2023",Clinic 10,,22,,City Medical Center
,"January 1, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"February 22, 2023",Clinic 10,,43,,Regional Health Org
,"April 5, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,CS.,"April 22, 2023",Clinic 10,,116,,Regional Health Org
,"May 16, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"June 28, 2023",Clinic 10,,86,,General Hospital A
,"August 30, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PACK,"September 22, 2023",Clinic 10,,81,,General Hospital A
,"October 2, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,RL.,"November 4, 2023",Clinic 10,,117,,General Hospital A
,"January 12, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"January 28, 2024",Clinic 10,,56,,City Medical Center
,"February 27, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"March 5, 2024",Clinic 10,,115,,Regional Health Org
,"April 1, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"May 19, 2024",Clinic 10,,94,,Regional Health Org
,"May 17, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"July 12, 2024",Clinic 10,,63,,City Medical Center
,"July 27, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"August 4, 2024",Clinic 10,,20,,Regional Health Org
,"July 15, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,BOX,"August 22, 2024",Clinic 10,,66,,General Hospital A
,"August 2, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,BOX,"September 15, 2024",Clinic 10,,108,,City Medical Center
,"October 12, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"December 8, 2024",Clinic 10,,105,,General Hospital A
,"March 1, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"April 7, 2025",Clinic 10,,53,,General Hospital A
,"April 15, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"June 6, 2025",Clinic 10,,104,,City Medical Center
,"May 15, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PACK,"July 2, 2025",Clinic 10,,24,,General Hospital A
,"July 30, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"August 18, 2025",Clinic 10,,99,,Regional Health Org
,"August 1, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,CS.,"September 23, 2025",Clinic 10,,73,,Regional Health Org
,"October 8, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"October 15, 2025",Clinic 10,,31,,Regional Health Org
,"September 14, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"October 23, 2025",Clinic 9,,36,,General Hospital A
,"January 9, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"February 26, 2025",Clinic 1,,33,,General Hospital A
,"May 12, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"June 30, 2025",Clinic 9,,10,,General Hospital A
,"June 11, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PACK,"June 21, 2023",Clinic 5,,56,,City Medical Center
,"March 28, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"May 2, 2024",Clinic 3,,24,,General Hospital A
,"April 13, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"May 24, 2024",Clinic 10,,105,,Regional Health Org
,"December 22, 2023",PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,,BOX,"February 18, 2024",Clinic 2,,8,,City Medical Center
,"January 1, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"February 15, 2023",Clinic 3,,40,,Regional Health Org
,"January 14, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"March 10, 2024",Clinic 9,,32,,General Hospital A
,"August 9, 2023",PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,,BOX,"September 5, 2023",Clinic 5,,8,,General Hospital A
,"February 15, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"March 8, 2025",Clinic 3,,35,,City Medical Center
,"August 28, 2024",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"October 12, 2024",Clinic 7,,46,,City Medical Center
,"April 5, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,CS.,"April 24, 2023",Clinic 10,,116,,Regional Health Org
,"February 1, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"February 26, 2025",Clinic 5,,44,,City Medical Center
,"May 27, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"July 10, 2023",Clinic 5,,82,,City Medical Center
